chromo	start	end	width	strand	name
16	38941	38948	8	-	Reb1
16	100310	100317	8	-	Reb1
16	125869	125876	8	+	Reb1
16	153317	153324	8	-	Reb1
16	163780	163787	8	-	Reb1
16	205082	205089	8	+	Reb1
16	321944	321951	8	-	Reb1
16	614661	614668	8	-	Reb1
16	627130	627137	8	+	Reb1
16	627517	627524	8	-	Reb1
16	667523	667530	8	+	Reb1
16	695214	695221	8	-	Reb1
16	695698	695705	8	-	Reb1
16	719473	719480	8	-	Reb1
16	730364	730371	8	-	Reb1
16	770865	770872	8	+	Reb1
16	870535	870542	8	-	Reb1
16	900029	900036	8	+	Reb1
4	43787	43800	14	-	Rfx1
4	1293278	1293291	14	+	Rfx1
9	240963	240976	14	+	Rfx1
9	241073	241086	14	+	Rfx1
12	710757	710770	14	+	Rfx1
13	616384	616397	14	+	Rfx1
13	826515	826528	14	-	Rfx1
13	826763	826776	14	+	Rfx1
15	826013	826026	14	-	Rfx1
15	846084	846097	14	+	Rfx1
2	241528	241537	10	-	Rgt1
5	212261	212270	10	+	Rgt1
7	94880	94889	10	+	Rgt1
7	95531	95540	10	+	Rgt1
8	292851	292860	10	-	Rgt1
11	580652	580661	10	-	Rgt1
11	580865	580874	10	+	Rgt1
11	580897	580906	10	-	Rgt1
12	241536	241542	7	+	Rim101
13	448114	448120	7	-	Rim101
2	554437	554446	10	-	Rlm1
2	554926	554935	10	+	Rlm1
2	555722	555731	10	+	Rlm1
3	149076	149085	10	-	Rlm1
4	10536	10545	10	-	Rlm1
4	592097	592106	10	-	Rlm1
4	600496	600505	10	+	Rlm1
4	600585	600594	10	-	Rlm1
4	616489	616498	10	-	Rlm1
4	1015775	1015784	10	+	Rlm1
4	1080828	1080837	10	-	Rlm1
4	1222288	1222297	10	+	Rlm1
4	1489317	1489326	10	-	Rlm1
4	1492820	1492829	10	+	Rlm1
4	1493827	1493836	10	-	Rlm1
5	61034	61043	10	-	Rlm1
5	151932	151941	10	+	Rlm1
7	205917	205926	10	-	Rlm1
7	206826	206835	10	+	Rlm1
7	545616	545625	10	+	Rlm1
7	878354	878363	10	-	Rlm1
7	990531	990540	10	-	Rlm1
8	34175	34184	10	-	Rlm1
8	35164	35173	10	-	Rlm1
9	129679	129688	10	-	Rlm1
9	129956	129965	10	+	Rlm1
9	138166	138175	10	-	Rlm1
10	139376	139385	10	+	Rlm1
10	140167	140176	10	-	Rlm1
10	220504	220513	10	+	Rlm1
10	220864	220873	10	+	Rlm1
10	228152	228161	10	+	Rlm1
10	228568	228577	10	-	Rlm1
11	153183	153192	10	+	Rlm1
11	259268	259277	10	-	Rlm1
11	260389	260398	10	+	Rlm1
11	260656	260665	10	-	Rlm1
11	610977	610986	10	-	Rlm1
11	611062	611071	10	-	Rlm1
11	649606	649615	10	+	Rlm1
11	652420	652429	10	+	Rlm1
11	652566	652575	10	+	Rlm1
12	86891	86900	10	-	Rlm1
12	348703	348712	10	+	Rlm1
12	728127	728136	10	+	Rlm1
12	728156	728165	10	-	Rlm1
12	728353	728362	10	-	Rlm1
12	728395	728404	10	+	Rlm1
12	728713	728722	10	+	Rlm1
12	789934	789943	10	-	Rlm1
12	789996	790005	10	+	Rlm1
12	809572	809581	10	+	Rlm1
12	809685	809694	10	-	Rlm1
12	903506	903515	10	-	Rlm1
12	949712	949721	10	-	Rlm1
12	950232	950241	10	+	Rlm1
13	23941	23950	10	-	Rlm1
13	267885	267894	10	-	Rlm1
13	268160	268169	10	+	Rlm1
13	297028	297037	10	+	Rlm1
13	297928	297937	10	-	Rlm1
14	500331	500340	10	-	Rlm1
14	500905	500914	10	-	Rlm1
14	716406	716415	10	+	Rlm1
15	1004898	1004907	10	-	Rlm1
8	452751	452765	15	-	Rlr1
13	23937	23951	15	-	Rlr1
15	724813	724827	15	+	Rlr1
1	138878	138887	10	+	Rme1
2	266287	266296	10	-	Rme1
4	541749	541758	10	+	Rme1
4	542248	542257	10	-	Rme1
4	1494150	1494159	10	+	Rme1
7	56367	56376	10	-	Rme1
7	147558	147567	10	-	Rme1
7	254007	254016	10	-	Rme1
7	255536	255545	10	-	Rme1
7	1004053	1004062	10	+	Rme1
7	1004391	1004400	10	+	Rme1
8	34104	34113	10	+	Rme1
8	34152	34161	10	+	Rme1
9	39340	39349	10	-	Rme1
9	46021	46030	10	-	Rme1
10	121740	121749	10	-	Rme1
10	121792	121801	10	+	Rme1
10	122134	122143	10	+	Rme1
11	195081	195090	10	+	Rme1
11	364387	364396	10	+	Rme1
12	198908	198917	10	-	Rme1
12	203131	203140	10	-	Rme1
12	267030	267039	10	-	Rme1
12	348701	348710	10	+	Rme1
13	164632	164641	10	-	Rme1
13	297387	297396	10	-	Rme1
13	626367	626376	10	+	Rme1
14	664136	664145	10	+	Rme1
15	28664	28673	10	-	Rme1
15	34414	34423	10	+	Rme1
15	586447	586456	10	+	Rme1
15	586757	586766	10	-	Rme1
15	780289	780298	10	-	Rme1
15	780462	780471	10	+	Rme1
15	780483	780492	10	+	Rme1
16	718948	718957	10	+	Rme1
16	744537	744546	10	+	Rme1
1	71144	71153	10	+	Rox1
1	71191	71200	10	+	Rox1
2	36534	36543	10	+	Rox1
2	36606	36615	10	+	Rox1
2	39043	39052	10	-	Rox1
2	165152	165161	10	-	Rox1
2	165343	165352	10	-	Rox1
2	376529	376538	10	-	Rox1
2	419309	419318	10	-	Rox1
2	419356	419365	10	-	Rox1
2	419647	419656	10	-	Rox1
2	554572	554581	10	+	Rox1
2	555706	555715	10	-	Rox1
3	246858	246867	10	+	Rox1
3	298726	298735	10	+	Rox1
4	368701	368710	10	+	Rox1
4	368903	368912	10	-	Rox1
4	369125	369134	10	+	Rox1
4	410801	410810	10	+	Rox1
4	411028	411037	10	-	Rox1
4	411210	411219	10	-	Rox1
4	542466	542475	10	+	Rox1
4	600228	600237	10	-	Rox1
4	721755	721764	10	+	Rox1
4	722065	722074	10	-	Rox1
4	976444	976453	10	-	Rox1
4	1016317	1016326	10	+	Rox1
4	1490398	1490407	10	+	Rox1
5	42204	42213	10	-	Rox1
5	67133	67142	10	-	Rox1
5	424765	424774	10	+	Rox1
5	424849	424858	10	+	Rox1
5	468205	468214	10	+	Rox1
5	545216	545225	10	+	Rox1
5	567740	567749	10	-	Rox1
6	196421	196430	10	+	Rox1
6	196687	196696	10	+	Rox1
7	114908	114917	10	-	Rox1
7	254010	254019	10	-	Rox1
7	276804	276813	10	+	Rox1
7	321654	321663	10	-	Rox1
7	398099	398108	10	+	Rox1
7	413455	413464	10	+	Rox1
7	483740	483749	10	+	Rox1
7	484043	484052	10	+	Rox1
7	592620	592629	10	+	Rox1
7	700252	700261	10	+	Rox1
7	700743	700752	10	-	Rox1
7	730948	730957	10	-	Rox1
7	766371	766380	10	-	Rox1
7	766386	766395	10	+	Rox1
7	766824	766833	10	+	Rox1
7	785907	785916	10	+	Rox1
7	809906	809915	10	-	Rox1
7	810023	810032	10	+	Rox1
7	894474	894483	10	-	Rox1
7	959100	959109	10	-	Rox1
7	987309	987318	10	-	Rox1
7	987989	987998	10	-	Rox1
7	1004414	1004423	10	-	Rox1
8	281178	281187	10	-	Rox1
8	293479	293488	10	-	Rox1
9	97152	97161	10	+	Rox1
9	138645	138654	10	-	Rox1
9	139134	139143	10	-	Rox1
9	249164	249173	10	-	Rox1
9	249389	249398	10	-	Rox1
9	388660	388669	10	-	Rox1
9	389284	389293	10	+	Rox1
10	349023	349032	10	+	Rox1
11	216780	216789	10	-	Rox1
11	230348	230357	10	+	Rox1
11	230919	230928	10	+	Rox1
11	231015	231024	10	-	Rox1
11	231042	231051	10	+	Rox1
11	231119	231128	10	-	Rox1
11	231179	231188	10	-	Rox1
11	308516	308525	10	+	Rox1
11	355109	355118	10	+	Rox1
11	355538	355547	10	-	Rox1
11	355758	355767	10	+	Rox1
12	83875	83884	10	-	Rox1
12	83944	83953	10	-	Rox1
12	212061	212070	10	-	Rox1
12	212346	212355	10	+	Rox1
12	646018	646027	10	-	Rox1
12	723536	723545	10	-	Rox1
13	67998	68007	10	+	Rox1
13	131883	131892	10	-	Rox1
13	258432	258441	10	+	Rox1
13	258498	258507	10	+	Rox1
13	352184	352193	10	-	Rox1
13	540664	540673	10	+	Rox1
13	608398	608407	10	-	Rox1
13	608534	608543	10	-	Rox1
13	751937	751946	10	-	Rox1
13	852263	852272	10	+	Rox1
13	852393	852402	10	+	Rox1
13	902581	902590	10	-	Rox1
13	915120	915129	10	+	Rox1
14	198282	198291	10	+	Rox1
14	198319	198328	10	-	Rox1
14	301408	301417	10	-	Rox1
14	373829	373838	10	-	Rox1
14	559494	559503	10	-	Rox1
14	661956	661965	10	+	Rox1
15	28296	28305	10	-	Rox1
15	92974	92983	10	+	Rox1
15	181564	181573	10	-	Rox1
15	383025	383034	10	-	Rox1
15	391227	391236	10	-	Rox1
15	391402	391411	10	-	Rox1
15	391723	391732	10	-	Rox1
15	671268	671277	10	+	Rox1
15	877218	877227	10	-	Rox1
16	40374	40383	10	+	Rox1
16	40849	40858	10	+	Rox1
16	502440	502449	10	-	Rox1
16	586224	586233	10	-	Rox1
16	679664	679673	10	-	Rox1
16	775585	775594	10	+	Rox1
16	775760	775769	10	-	Rox1
16	829275	829284	10	-	Rox1
16	829799	829808	10	+	Rox1
4	769339	769348	10	+	Rph1
2	181469	181478	10	-	Rpn4
2	337045	337054	10	+	Rpn4
2	366660	366669	10	-	Rpn4
2	578148	578157	10	+	Rpn4
2	600453	600462	10	-	Rpn4
2	681734	681743	10	-	Rpn4
2	682041	682050	10	+	Rpn4
2	771120	771129	10	-	Rpn4
3	225327	225336	10	+	Rpn4
3	279992	280001	10	-	Rpn4
4	199869	199878	10	+	Rpn4
4	211174	211183	10	+	Rpn4
4	769101	769110	10	-	Rpn4
4	1005331	1005340	10	+	Rpn4
4	1202010	1202019	10	-	Rpn4
4	1261498	1261507	10	-	Rpn4
4	1322089	1322098	10	-	Rpn4
5	82889	82898	10	+	Rpn4
5	177692	177701	10	-	Rpn4
5	196851	196860	10	+	Rpn4
5	349516	349525	10	+	Rpn4
5	503954	503963	10	-	Rpn4
5	545295	545304	10	-	Rpn4
6	15861	15870	10	-	Rpn4
6	45626	45635	10	+	Rpn4
6	90492	90501	10	-	Rpn4
6	90723	90732	10	+	Rpn4
6	153264	153273	10	-	Rpn4
6	164958	164967	10	+	Rpn4
6	249956	249965	10	-	Rpn4
6	252394	252403	10	+	Rpn4
7	180533	180542	10	-	Rpn4
7	280640	280649	10	+	Rpn4
7	411364	411373	10	+	Rpn4
7	472521	472530	10	+	Rpn4
7	475352	475361	10	-	Rpn4
7	589682	589691	10	-	Rpn4
7	610209	610218	10	+	Rpn4
7	761238	761247	10	-	Rpn4
7	772276	772285	10	-	Rpn4
7	999240	999249	10	+	Rpn4
8	498977	498986	10	+	Rpn4
9	220807	220816	10	+	Rpn4
10	435039	435048	10	-	Rpn4
10	448988	448997	10	-	Rpn4
11	39035	39044	10	-	Rpn4
11	174062	174071	10	+	Rpn4
11	338630	338639	10	+	Rpn4
11	408005	408014	10	-	Rpn4
12	65358	65367	10	-	Rpn4
12	665572	665581	10	+	Rpn4
12	713201	713210	10	-	Rpn4
12	965662	965671	10	+	Rpn4
13	86850	86859	10	+	Rpn4
14	174729	174738	10	-	Rpn4
14	295715	295724	10	+	Rpn4
14	342327	342336	10	-	Rpn4
15	255226	255235	10	+	Rpn4
15	427417	427426	10	-	Rpn4
15	427468	427477	10	+	Rpn4
15	631901	631910	10	+	Rpn4
15	813812	813821	10	-	Rpn4
15	817093	817102	10	+	Rpn4
16	742297	742306	10	+	Rpn4
1	45312	45318	7	-	Rtg3
1	45368	45374	7	+	Rtg3
2	28769	28775	7	-	Rtg3
2	136558	136564	7	-	Rtg3
2	193878	193884	7	+	Rtg3
2	193909	193915	7	-	Rtg3
2	449451	449457	7	+	Rtg3
2	571341	571347	7	-	Rtg3
2	716598	716604	7	-	Rtg3
2	716684	716690	7	-	Rtg3
3	68476	68482	7	+	Rtg3
3	68527	68533	7	+	Rtg3
3	68571	68577	7	+	Rtg3
3	68583	68589	7	+	Rtg3
3	149167	149173	7	+	Rtg3
4	26360	26366	7	-	Rtg3
4	30607	30613	7	-	Rtg3
4	32191	32197	7	-	Rtg3
4	48628	48634	7	-	Rtg3
4	132749	132755	7	-	Rtg3
4	156000	156006	7	-	Rtg3
4	156208	156214	7	+	Rtg3
4	334710	334716	7	+	Rtg3
4	334726	334732	7	-	Rtg3
4	428567	428573	7	+	Rtg3
4	541420	541426	7	+	Rtg3
4	541583	541589	7	-	Rtg3
4	704258	704264	7	-	Rtg3
4	1092585	1092591	7	+	Rtg3
4	1410346	1410352	7	+	Rtg3
4	1468995	1469001	7	+	Rtg3
4	1469009	1469015	7	+	Rtg3
4	1518807	1518813	7	-	Rtg3
4	1519516	1519522	7	+	Rtg3
5	61359	61365	7	-	Rtg3
5	176051	176057	7	+	Rtg3
5	239881	239887	7	-	Rtg3
5	242478	242484	7	+	Rtg3
5	295053	295059	7	-	Rtg3
5	295184	295190	7	-	Rtg3
5	295230	295236	7	-	Rtg3
7	293402	293408	7	+	Rtg3
7	446196	446202	7	-	Rtg3
7	446212	446218	7	+	Rtg3
7	591894	591900	7	-	Rtg3
7	592542	592548	7	+	Rtg3
7	592684	592690	7	-	Rtg3
7	772033	772039	7	+	Rtg3
8	141569	141575	7	+	Rtg3
8	236453	236459	7	-	Rtg3
8	236508	236514	7	+	Rtg3
8	412487	412493	7	+	Rtg3
8	422702	422708	7	+	Rtg3
8	422785	422791	7	-	Rtg3
8	464113	464119	7	+	Rtg3
8	465877	465883	7	-	Rtg3
9	249188	249194	7	+	Rtg3
9	249343	249349	7	-	Rtg3
9	249717	249723	7	+	Rtg3
9	308052	308058	7	+	Rtg3
9	410610	410616	7	-	Rtg3
10	59039	59045	7	-	Rtg3
10	159995	160001	7	+	Rtg3
10	160122	160128	7	-	Rtg3
10	228624	228630	7	-	Rtg3
10	268469	268475	7	+	Rtg3
10	268479	268485	7	-	Rtg3
10	633150	633156	7	-	Rtg3
10	633220	633226	7	+	Rtg3
10	633273	633279	7	+	Rtg3
10	633503	633509	7	+	Rtg3
10	705278	705284	7	+	Rtg3
10	705411	705417	7	-	Rtg3
10	718949	718955	7	-	Rtg3
11	11711	11717	7	+	Rtg3
11	16362	16368	7	+	Rtg3
11	112686	112692	7	-	Rtg3
11	229651	229657	7	-	Rtg3
11	231362	231368	7	+	Rtg3
11	231695	231701	7	+	Rtg3
11	327385	327391	7	+	Rtg3
11	327519	327525	7	-	Rtg3
12	111720	111726	7	+	Rtg3
12	111734	111740	7	+	Rtg3
12	140650	140656	7	+	Rtg3
12	245467	245473	7	-	Rtg3
12	404239	404245	7	+	Rtg3
12	677883	677889	7	-	Rtg3
12	677941	677947	7	+	Rtg3
12	733994	734000	7	-	Rtg3
12	738003	738009	7	+	Rtg3
13	268036	268042	7	-	Rtg3
13	268384	268390	7	+	Rtg3
13	408641	408647	7	-	Rtg3
13	463678	463684	7	+	Rtg3
13	637207	637213	7	-	Rtg3
13	637242	637248	7	+	Rtg3
13	637260	637266	7	+	Rtg3
13	774062	774068	7	+	Rtg3
13	774273	774279	7	-	Rtg3
14	112949	112955	7	-	Rtg3
14	198232	198238	7	+	Rtg3
14	217395	217401	7	-	Rtg3
14	559361	559367	7	-	Rtg3
14	559550	559556	7	-	Rtg3
14	559582	559588	7	-	Rtg3
14	631384	631390	7	+	Rtg3
14	631427	631433	7	-	Rtg3
14	662313	662319	7	-	Rtg3
15	218822	218828	7	+	Rtg3
15	218865	218871	7	-	Rtg3
15	218937	218943	7	+	Rtg3
15	353995	354001	7	-	Rtg3
15	579927	579933	7	-	Rtg3
15	580057	580063	7	+	Rtg3
16	40646	40652	7	+	Rtg3
16	74106	74112	7	-	Rtg3
16	74984	74990	7	+	Rtg3
16	75009	75015	7	+	Rtg3
16	75078	75084	7	+	Rtg3
16	278210	278216	7	+	Rtg3
16	297374	297380	7	-	Rtg3
16	556149	556155	7	-	Rtg3
16	585795	585801	7	+	Rtg3
16	590226	590232	7	+	Rtg3
16	645488	645494	7	-	Rtg3
16	645705	645711	7	+	Rtg3
16	645732	645738	7	-	Rtg3
16	678787	678793	7	+	Rtg3
16	777913	777919	7	-	Rtg3
1	141851	141860	10	+	Sfp1
2	28915	28924	10	-	Sfp1
2	60914	60923	10	-	Sfp1
2	61042	61051	10	-	Sfp1
2	61071	61080	10	-	Sfp1
2	332541	332550	10	+	Sfp1
2	415678	415687	10	-	Sfp1
2	593064	593073	10	-	Sfp1
2	593081	593090	10	-	Sfp1
2	604282	604291	10	+	Sfp1
2	604298	604307	10	+	Sfp1
2	605913	605922	10	+	Sfp1
4	229632	229641	10	+	Sfp1
4	229656	229665	10	+	Sfp1
4	307867	307876	10	+	Sfp1
4	308142	308151	10	-	Sfp1
4	308226	308235	10	+	Sfp1
4	321801	321810	10	+	Sfp1
4	579227	579236	10	+	Sfp1
4	599952	599961	10	+	Sfp1
4	600246	600255	10	+	Sfp1
4	1355833	1355842	10	-	Sfp1
4	1355857	1355866	10	-	Sfp1
4	1492754	1492763	10	-	Sfp1
5	305983	305992	10	+	Sfp1
5	396377	396386	10	+	Sfp1
5	396395	396404	10	+	Sfp1
6	221909	221918	10	-	Sfp1
7	254335	254344	10	+	Sfp1
7	254353	254362	10	-	Sfp1
7	310691	310700	10	+	Sfp1
7	310706	310715	10	+	Sfp1
8	149076	149085	10	-	Sfp1
8	149090	149099	10	-	Sfp1
10	651439	651448	10	+	Sfp1
12	230804	230813	10	-	Sfp1
12	1028397	1028406	10	+	Sfp1
12	1028411	1028420	10	-	Sfp1
13	146086	146095	10	+	Sfp1
13	224191	224200	10	-	Sfp1
13	224216	224225	10	-	Sfp1
13	225534	225543	10	+	Sfp1
13	225547	225556	10	+	Sfp1
13	650982	650991	10	+	Sfp1
14	90044	90053	10	+	Sfp1
14	330954	330963	10	+	Sfp1
14	444608	444617	10	-	Sfp1
14	444624	444633	10	-	Sfp1
14	495397	495406	10	-	Sfp1
15	93087	93096	10	-	Sfp1
15	93113	93122	10	-	Sfp1
15	391718	391727	10	+	Sfp1
15	779634	779643	10	-	Sfp1
15	779854	779863	10	-	Sfp1
16	378813	378822	10	-	Sfp1
16	378838	378847	10	-	Sfp1
16	495302	495311	10	+	Sfp1
16	732104	732113	10	+	Sfp1
5	287299	287312	14	-	Sip4
10	609086	609099	14	-	Sip4
10	609147	609160	14	-	Sip4
11	630229	630242	14	-	Sip4
12	747650	747663	14	-	Sip4
14	405828	405841	14	-	Sip4
14	405858	405871	14	+	Sip4
15	83286	83299	14	-	Sip4
2	29173	29180	8	-	Skn7
2	36548	36555	8	+	Skn7
2	36567	36574	8	+	Skn7
2	36602	36609	8	+	Skn7
2	165297	165304	8	-	Skn7
2	341825	341832	8	+	Skn7
2	371186	371193	8	+	Skn7
2	371753	371760	8	-	Skn7
2	392644	392651	8	+	Skn7
2	419312	419319	8	+	Skn7
2	419800	419807	8	+	Skn7
2	554805	554812	8	-	Skn7
2	554830	554837	8	+	Skn7
2	554954	554961	8	+	Skn7
2	555370	555377	8	+	Skn7
2	555709	555716	8	+	Skn7
2	555841	555848	8	-	Skn7
3	246846	246853	8	+	Skn7
3	299244	299251	8	+	Skn7
4	133090	133097	8	+	Skn7
4	316520	316527	8	+	Skn7
4	316708	316715	8	+	Skn7
4	366347	366354	8	-	Skn7
4	410281	410288	8	-	Skn7
4	410922	410929	8	+	Skn7
4	410938	410945	8	+	Skn7
4	411343	411350	8	+	Skn7
4	411392	411399	8	-	Skn7
4	439483	439490	8	-	Skn7
4	461447	461454	8	+	Skn7
4	542418	542425	8	+	Skn7
4	543824	543831	8	-	Skn7
4	544355	544362	8	-	Skn7
4	546290	546297	8	-	Skn7
4	769288	769295	8	+	Skn7
4	802507	802514	8	+	Skn7
4	802530	802537	8	-	Skn7
4	1056465	1056472	8	-	Skn7
4	1075312	1075319	8	-	Skn7
4	1075490	1075497	8	-	Skn7
4	1080572	1080579	8	+	Skn7
4	1080610	1080617	8	+	Skn7
4	1080797	1080804	8	+	Skn7
4	1183071	1183078	8	+	Skn7
4	1345535	1345542	8	+	Skn7
4	1366048	1366055	8	-	Skn7
4	1490293	1490300	8	+	Skn7
4	1490367	1490374	8	-	Skn7
4	1490398	1490405	8	-	Skn7
4	1493223	1493230	8	+	Skn7
5	53251	53258	8	-	Skn7
5	53455	53462	8	+	Skn7
5	69578	69585	8	-	Skn7
5	153106	153113	8	+	Skn7
5	174602	174609	8	+	Skn7
5	174779	174786	8	-	Skn7
5	174826	174833	8	-	Skn7
5	176192	176199	8	-	Skn7
5	177656	177663	8	-	Skn7
5	335511	335518	8	+	Skn7
5	335698	335705	8	-	Skn7
5	467998	468005	8	-	Skn7
5	468037	468044	8	+	Skn7
5	474889	474896	8	+	Skn7
5	474927	474934	8	-	Skn7
5	559101	559108	8	+	Skn7
6	55092	55099	8	+	Skn7
7	56100	56107	8	+	Skn7
7	323509	323516	8	-	Skn7
7	324671	324678	8	+	Skn7
7	397820	397827	8	-	Skn7
7	398047	398054	8	-	Skn7
7	398073	398080	8	-	Skn7
7	398483	398490	8	+	Skn7
7	427085	427092	8	+	Skn7
7	427109	427116	8	+	Skn7
7	483739	483746	8	-	Skn7
7	485388	485395	8	+	Skn7
7	516501	516508	8	-	Skn7
7	581799	581806	8	-	Skn7
7	592516	592523	8	-	Skn7
7	592614	592621	8	-	Skn7
7	592664	592671	8	+	Skn7
7	592729	592736	8	-	Skn7
7	650843	650850	8	-	Skn7
7	650895	650902	8	-	Skn7
7	650915	650922	8	+	Skn7
7	654476	654483	8	+	Skn7
7	700684	700691	8	-	Skn7
7	700733	700740	8	+	Skn7
7	766337	766344	8	+	Skn7
7	774636	774643	8	-	Skn7
7	915037	915044	8	-	Skn7
7	987148	987155	8	-	Skn7
7	987224	987231	8	-	Skn7
7	987244	987251	8	-	Skn7
7	987350	987357	8	-	Skn7
7	987444	987451	8	+	Skn7
7	987521	987528	8	-	Skn7
7	987585	987592	8	-	Skn7
7	1004346	1004353	8	+	Skn7
7	1011991	1011998	8	-	Skn7
7	1050058	1050065	8	-	Skn7
7	1050470	1050477	8	+	Skn7
8	113262	113269	8	-	Skn7
8	170407	170414	8	+	Skn7
8	298959	298966	8	+	Skn7
9	34803	34810	8	+	Skn7
9	138515	138522	8	+	Skn7
9	139291	139298	8	-	Skn7
9	150352	150359	8	+	Skn7
9	241884	241891	8	+	Skn7
9	241891	241898	8	-	Skn7
9	384203	384210	8	+	Skn7
9	384252	384259	8	-	Skn7
9	384375	384382	8	+	Skn7
9	386741	386748	8	+	Skn7
9	394758	394765	8	-	Skn7
9	395652	395659	8	+	Skn7
9	424877	424884	8	+	Skn7
9	430132	430139	8	-	Skn7
10	139758	139765	8	+	Skn7
10	195483	195490	8	-	Skn7
10	223913	223920	8	-	Skn7
10	236588	236595	8	+	Skn7
10	247065	247072	8	-	Skn7
10	349258	349265	8	+	Skn7
10	623120	623127	8	-	Skn7
10	623457	623464	8	-	Skn7
10	705365	705372	8	+	Skn7
11	171316	171323	8	+	Skn7
11	171396	171403	8	+	Skn7
11	171410	171417	8	+	Skn7
11	171424	171431	8	-	Skn7
11	171457	171464	8	-	Skn7
11	230609	230616	8	+	Skn7
11	230865	230872	8	-	Skn7
11	230937	230944	8	-	Skn7
11	230957	230964	8	+	Skn7
11	231018	231025	8	+	Skn7
11	231215	231222	8	-	Skn7
11	277749	277756	8	-	Skn7
11	286139	286146	8	+	Skn7
11	322211	322218	8	+	Skn7
11	322239	322246	8	+	Skn7
11	322299	322306	8	+	Skn7
11	355933	355940	8	+	Skn7
11	518626	518633	8	-	Skn7
11	518683	518690	8	-	Skn7
11	518807	518814	8	+	Skn7
11	533578	533585	8	+	Skn7
11	580827	580834	8	-	Skn7
11	580995	581002	8	-	Skn7
11	630319	630326	8	+	Skn7
12	28730	28737	8	+	Skn7
12	108412	108419	8	-	Skn7
12	108500	108507	8	-	Skn7
12	108530	108537	8	+	Skn7
12	341240	341247	8	+	Skn7
12	371320	371327	8	+	Skn7
12	553954	553961	8	+	Skn7
12	658410	658417	8	+	Skn7
12	660225	660232	8	+	Skn7
12	723483	723490	8	+	Skn7
12	728727	728734	8	+	Skn7
12	737859	737866	8	-	Skn7
12	737892	737899	8	+	Skn7
12	737923	737930	8	-	Skn7
12	808886	808893	8	-	Skn7
12	809102	809109	8	+	Skn7
12	950150	950157	8	-	Skn7
13	70362	70369	8	+	Skn7
13	70461	70468	8	+	Skn7
13	170249	170256	8	+	Skn7
13	219939	219946	8	-	Skn7
13	219990	219997	8	+	Skn7
13	306300	306307	8	+	Skn7
13	306610	306617	8	+	Skn7
13	306760	306767	8	-	Skn7
13	434458	434465	8	-	Skn7
13	434581	434588	8	-	Skn7
13	540580	540587	8	+	Skn7
13	540785	540792	8	-	Skn7
13	556683	556690	8	-	Skn7
13	556872	556879	8	-	Skn7
13	556927	556934	8	+	Skn7
13	557206	557213	8	+	Skn7
13	608341	608348	8	+	Skn7
13	608458	608465	8	+	Skn7
13	661928	661935	8	-	Skn7
13	662296	662303	8	-	Skn7
13	774187	774194	8	-	Skn7
13	774194	774201	8	-	Skn7
13	774342	774349	8	+	Skn7
13	774533	774540	8	-	Skn7
13	880737	880744	8	-	Skn7
13	880891	880898	8	+	Skn7
14	210162	210169	8	-	Skn7
14	276181	276188	8	+	Skn7
14	276264	276271	8	-	Skn7
14	301379	301386	8	+	Skn7
14	301411	301418	8	+	Skn7
14	301473	301480	8	-	Skn7
14	301865	301872	8	+	Skn7
14	301941	301948	8	+	Skn7
14	310285	310292	8	-	Skn7
14	427199	427206	8	+	Skn7
14	427578	427585	8	-	Skn7
14	440767	440774	8	-	Skn7
14	440990	440997	8	+	Skn7
14	440997	441004	8	+	Skn7
14	441210	441217	8	-	Skn7
14	450711	450718	8	+	Skn7
14	462216	462223	8	-	Skn7
14	605958	605965	8	-	Skn7
14	605977	605984	8	+	Skn7
14	652161	652168	8	-	Skn7
14	652187	652194	8	-	Skn7
14	652256	652263	8	-	Skn7
14	663908	663915	8	-	Skn7
14	663928	663935	8	+	Skn7
14	664057	664064	8	-	Skn7
15	27754	27761	8	+	Skn7
15	83263	83270	8	+	Skn7
15	83349	83356	8	+	Skn7
15	83359	83366	8	+	Skn7
15	87411	87418	8	+	Skn7
15	216462	216469	8	-	Skn7
15	216519	216526	8	-	Skn7
15	218792	218799	8	+	Skn7
15	219031	219038	8	+	Skn7
15	232228	232235	8	+	Skn7
15	253895	253902	8	-	Skn7
15	253947	253954	8	+	Skn7
15	304427	304434	8	+	Skn7
15	364198	364205	8	-	Skn7
15	383042	383049	8	-	Skn7
15	762191	762198	8	+	Skn7
15	837186	837193	8	-	Skn7
15	989256	989263	8	-	Skn7
15	989349	989356	8	-	Skn7
15	989415	989422	8	-	Skn7
15	989536	989543	8	-	Skn7
15	989553	989560	8	+	Skn7
16	114433	114440	8	-	Skn7
16	114600	114607	8	-	Skn7
16	114668	114675	8	+	Skn7
16	114739	114746	8	+	Skn7
16	169512	169519	8	-	Skn7
16	297220	297227	8	-	Skn7
16	297235	297242	8	-	Skn7
16	475863	475870	8	+	Skn7
16	502459	502466	8	+	Skn7
16	503335	503342	8	+	Skn7
16	576161	576168	8	-	Skn7
16	587105	587112	8	+	Skn7
16	678879	678886	8	+	Skn7
16	829267	829274	8	+	Skn7
2	165772	165779	8	-	Sko1
4	600095	600102	8	-	Sko1
4	600268	600275	8	-	Sko1
5	23546	23553	8	-	Sko1
7	483778	483785	8	+	Sko1
7	483921	483928	8	+	Sko1
7	592089	592096	8	+	Sko1
7	592747	592754	8	-	Sko1
7	977062	977069	8	-	Sko1
7	987534	987541	8	+	Sko1
7	987565	987572	8	+	Sko1
